Id,SalePrice
1149,154264.01154210878
2758,258184.00553753812
857,144753.7754023423
2219,287730.41445887176
733,110069.27590820147
2909,122802.2252170993
1798,262799.44699480134
235,116079.0454919244
2366,140512.22731437112
1027,134938.76736734284
1195,141215.26394992962
1303,95660.16330834548
148,182379.30658761528
608,167756.94512419094
2515,168574.70668949492
821,255000.78658186743
2500,273450.87820850377
745,110218.10401589148
741,131925.77343072332
1611,149051.72231120768
2532,131661.1856813028
1081,241523.75470001955
1692,410502.0191291133
2520,188004.05220471846
276,112861.15331324057
1992,146792.2190638709
663,106177.08321087257
418,137484.71830880755
1733,188061.40111429864
2359,166548.34863119022
253,174305.73405261833
1518,154985.33428405723
2035,146595.671791961
2919,103315.4749619791
1540,267946.9151324936
2120,161208.79731112596
1674,168214.14550998076
256,157582.88307535026
2361,115726.10277239801
978,90839.80046138658
2280,151111.0154290031
2095,215725.46395235392
1709,324990.2657284649
2801,260238.5329525113
1246,112283.41267891254
2373,111265.3280891565
1055,281309.99560977356
2017,122146.19872614367
1099,249483.56598219072
1344,105009.38035352921
835,210491.99815442253
1117,202855.23488169583
2043,122920.42583896464
2085,126149.1560662543
410,156172.2033717982
2650,118427.66150726075
2867,181550.82064130803
1668,126462.94881287261
1161,158507.12446938473
2122,172735.12677663873
2539,151713.0305529155
1047,140359.8536875308
1445,138110.74774897075
541,139526.2958719532
569,210296.72202022647
1276,108799.10900661125
918,154115.04731882238
326,171771.66481980844
1936,141523.63756566303
895,103094.41139303088
257,152029.4911743719
1241,174233.14911511078
1545,140439.80187019682
1189,178334.94930437082
270,145040.2836873583
2066,187580.07940984608
693,116565.56914002239
1259,175427.27388213633
2916,148558.7837602074
2321,289714.8445826105
1977,125649.72267084563
1895,149496.65759328316
1240,161071.29824829355
85,157561.2042302851
1823,129621.73472069469
825,295453.6526973346
110,225831.0795446703
697,137009.69937198734
2297,133707.95584302707
1231,137028.53438514215
1355,143921.1394690082
968,365891.41005223297
584,219895.28167374566
1315,141450.36033470844
1606,141070.92024424387
206,138399.34979981484
1685,321402.41729704675
2016,141915.33346861252
869,204413.96166606704
2135,131662.66542013452
2346,184189.71164410058
2430,246109.08855421186
2198,116295.26367473329
2652,143320.47539623507
27,123165.91255033833
241,166843.96591393108
906,116336.30999416913
1506,115203.53286895122
2098,378224.54241732694
1435,219808.93614091486
2213,148021.7154007277
1274,136034.4050618093
743,81257.4092251398
1737,188821.5419982927
2797,284921.70224194496
2185,81480.16590165785
58,169861.3205084688
830,195324.8530352689
808,114295.91987867627
680,150223.66060269877
1153,131180.54278696835
1291,144911.0272615095
1818,137998.9658495763
2161,178429.60152552038
1883,123595.66949183607
350,397007.82234312117
2473,149673.44647873423
295,192660.35722359119
293,173633.69708752414
859,138226.27559126116
288,68373.00439964104
1578,176872.42464766523
102,171687.6538578072
2831,164250.34446844977
1030,160616.95620960396
2551,147543.09010113202
1286,159639.71795480713
958,327272.80298452405
776,138317.49750109774
72,231449.63049510043
2263,273625.71622125315
1866,151920.41544508384
2876,106987.97174807236
2146,254456.85590076743
103,179452.65113704628
1500,144566.06379945058
492,200261.0146494038
167,137660.15020394523
2597,135195.30706711876
2685,114257.44524312617
1035,159544.20445455506
1220,105464.45266082269
2602,158971.82321247782
2159,207330.6835830258
695,151923.06486161886
1109,255734.45134581727
640,189791.86295484647
1652,158913.2655266867
2090,202415.5803474184
1188,192956.83860640554
2345,257763.69140442397
1059,412833.03890202375
2751,234911.21468014017
128,204521.5782754339
1523,140497.2323494907
2925,162413.72368490332
2145,318599.04199627845
1121,215927.0599417665
566,306510.7180360044
565,223540.78217555955
1331,140277.88259591753
2928,137308.0627348316
156,143382.94812147375
797,142132.8901100464
327,106468.37220150066
2859,163767.62535355246
1453,124322.88192911167
1762,363073.4732529588
1868,203468.15295050002
1760,186913.97194667827
1113,259757.20719330313
1812,191412.19732940375
117,154290.02645511
1142,214347.31296314608
2342,396890.9890789478
927,159019.29064352962
2478,193660.58167274302
655,109223.15256052968
2064,137335.62351736415
369,261085.74952431966
2239,127020.07902548256
2732,225745.1334243474
1653,176750.84324040965
959,230122.21170145847
2395,328198.32293266046
1412,130747.21682871161
271,243476.85360006086
1484,144680.19817625012
1497,161142.02621220896
552,153188.47711243195
2,128721.75509036546
1855,330427.6831848472
4,286361.7697225555
2292,151750.51213223522
134,137283.0021125273
646,116008.22654670468
42,280691.6885072263
532,228552.27567641577
713,107169.48328921793
2561,138807.6885548119
2360,147380.3550317192
1333,136195.19547276996
1407,250517.40858017316
2892,305526.375878455
574,216780.19383164853
1227,177032.08305688208
2591,244993.02922345683
1476,223477.43671367754
1125,245364.60846642219
1446,149376.55751427583
408,128070.24106789634
1101,285414.86232295795
2251,187353.54181117506
373,192979.36121801686
2554,123907.1522898992
2382,260943.36499155322
1985,107438.24457419998
519,231340.54728956503
1093,196410.69164718685
864,251353.60211464082
2889,150038.06878021243
2308,213689.92468050745
986,159385.1536261795
1302,162482.83510182696
585,170863.1478304679
2708,154351.105564164
147,134677.15900619357
1441,226336.9154632385
383,174414.21826778643
285,149018.9630355615
181,126509.28757116597
358,178539.65132402553
780,177283.49917605735
258,200230.74171459736
1865,234130.40850262233
692,141547.5449722118
2902,361465.03443683096
508,263466.30516330956
2638,158324.12661041858
36,154539.11647001276
611,177281.9366892256
2281,138470.1071274278
1678,120404.24219655672
1696,449105.15800468577
1557,113419.79617764398
2180,164627.47656020307
1726,203079.392947334
951,144245.39591347406
267,222152.97964586428
2706,143830.2370833163
2221,254262.82651354023
1357,183934.27091560207
2901,346148.3649173614
347,175841.01131557167
2164,193887.9781417678
1586,341931.92500724806
360,163069.19182001936
1769,245937.289065675
2617,138298.47420971614
1879,138503.69032087608
991,226166.3979678872
1535,133036.81189426014
1191,134641.6495490009
1579,219740.82758024434
1882,145099.27510438193
1510,134664.33986368403
2196,196113.35865837595
1845,168099.0937523393
2336,379850.67344884167
942,114494.49516635982
861,136068.57087918447
2555,125107.81832026078
1392,158319.26670640308
2099,258689.8174957175
1543,137082.4595190382
948,282633.8703847099
1239,174943.05426421663
22,177939.6190976619
2796,253503.04090976677
2747,185113.25516332596
92,285812.70629528054
210,177422.557237343
1858,213988.21804489044
2228,164729.25457937375
447,211182.77425500535
827,264084.7966611661
1649,208968.3203134637
682,131343.31494231612
2698,133234.87289164908
494,170309.5726745016
214,76277.00619089215
2441,261036.18438841205
2679,120779.27005530283
1336,122344.61393130627
465,185786.25119171073
1524,153871.06123370863
2543,123599.6794991977
631,139562.887873754
2452,301606.00664773746
228,157203.81133253907
126,150173.7730874657
1092,224049.22321794982
1122,193288.01700398888
932,229989.7220288361
1980,110055.75333459352
2171,119357.94397530214
551,160688.76481105768
2768,192992.01034365912
2056,120417.55587469449
1159,348887.8171105285
2645,125069.95959682553
1174,175056.250216136
2266,244492.05351809083
2462,471233.42302912846
1219,146672.59301398537
2922,160310.09694234212
118,154042.0494338381
474,178819.34474994408
2576,156430.73390770296
872,288571.6822417107
1077,199150.20326549787
1536,152205.56645015368
1150,134360.62360434083
2341,326059.7435792857
1931,144865.31368827485
2785,133857.6599127463
2538,140951.38087428847
597,214114.46366653702
464,175375.12980416557
233,266883.74205978564
2169,135748.66123938689
2123,171455.80241221742
1867,177204.43767099752
137,265190.2303245284
515,236157.32928114347
933,126209.73396403603
2784,182387.55064071235
972,173327.56160921202
599,161328.33636349646
2614,128166.62000260432
2582,154250.63156235125
1409,174295.47863520903
175,108593.1819668762
352,226311.81398427783
976,109181.95111960225
2134,194539.5896584108
984,125670.36253319317
2396,364999.62024368264
1673,150489.15355315036
404,136445.5615031996
607,158959.58121320797
814,145829.0273748961
868,183405.1729425963
2271,214372.71698589763
1633,238198.0725393911
337,181683.89284944048
2765,233145.48890374546
1746,257730.11869870417
368,326522.9677892335
2806,216905.07963679498
1662,202086.0581052269
1234,214551.44873677468
1373,132953.97771944464
1672,124459.82273521583
1939,122769.62663158285
